#
# Results on Tue, 02 Dec 2025 11:20:54 GMT
# USER AGENT: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
# Design number was non-random = 2
#
# Columns below this comment are as follows:
# 1. Results reception time.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Order number of item.
# 5. Inner element number.
# 6. Label.
# 7. Latin Square Group.
# 8. Field name.
# 9. Field value.
1764674454,a31c43eb7dcd2e9da58a65624ad9ac6b,Form,1,0,consent,NULL,terms,yes
1764674454,a31c43eb7dcd2e9da58a65624ad9ac6b,Form,1,0,consent,NULL,_REACTION_TIME_,83615
# 8. Question (NULL if none)..
# 9. Answer.
# 10. Whether or not answer was correct (NULL if N/A).
# 11. Time taken to answer..
1764674454,a31c43eb7dcd2e9da58a65624ad9ac6b,Boxes,2,0,practice,NULL,NULL,Соответствует правилу,NULL,7454
1764674454,a31c43eb7dcd2e9da58a65624ad9ac6b,Boxes,3,0,practice,NULL,NULL,Не соответствует правилу,NULL,5929
1764674454,a31c43eb7dcd2e9da58a65624ad9ac6b,Boxes,8,0,real,NULL,NULL,Не соответствует правилу,NULL,18579
1764674454,a31c43eb7dcd2e9da58a65624ad9ac6b,Boxes,4,0,real,NULL,NULL,Соответствует правилу,NULL,5612
1764674454,a31c43eb7dcd2e9da58a65624ad9ac6b,Boxes,21,0,real,NULL,NULL,Не соответствует правилу,NULL,70380
1764674454,a31c43eb7dcd2e9da58a65624ad9ac6b,Boxes,18,0,real,NULL,NULL,Соответствует правилу,NULL,7360
1764674454,a31c43eb7dcd2e9da58a65624ad9ac6b,Boxes,9,0,real,NULL,NULL,Соответствует правилу,NULL,33212
1764674454,a31c43eb7dcd2e9da58a65624ad9ac6b,Boxes,14,0,real,NULL,NULL,Не соответствует правилу,NULL,193031
1764674454,a31c43eb7dcd2e9da58a65624ad9ac6b,Boxes,10,0,real,NULL,NULL,Соответствует правилу,NULL,4169
1764674454,a31c43eb7dcd2e9da58a65624ad9ac6b,Boxes,5,0,real,NULL,NULL,Не соответствует правилу,NULL,4194
1764674454,a31c43eb7dcd2e9da58a65624ad9ac6b,Boxes,12,0,real,NULL,NULL,Не соответствует правилу,NULL,19328
1764674454,a31c43eb7dcd2e9da58a65624ad9ac6b,Boxes,11,0,real,NULL,NULL,Не соответствует правилу,NULL,3578
1764674454,a31c43eb7dcd2e9da58a65624ad9ac6b,Boxes,7,0,real,NULL,NULL,Не соответствует правилу,NULL,42361
1764674454,a31c43eb7dcd2e9da58a65624ad9ac6b,Boxes,17,0,real,NULL,NULL,Не соответствует правилу,NULL,16346
1764674454,a31c43eb7dcd2e9da58a65624ad9ac6b,Boxes,6,0,real,NULL,NULL,Не соответствует правилу,NULL,2812
